height_cm,weight_kg,age,years_active,training_hours_per_week,civilian_casualties_past_year,power_level,public_approval_rating,super_strength,flight,energy_projection,telepathy,healing_factor,shape_shifting,invisibility,telekinesis,is_good,cluster,archetype
217.6,76.6,29,27,35.3,1,87.1,56.0,0,1,0,1,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
206.9,70.2,47,23,38.6,2,52.3,56.9,0,1,0,0,0,1,0,1,1,0,"Operative Hero (Rebel, Protector)"
211.9,82.5,45,13,28.8,1,76.3,66.9,0,1,1,1,0,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
169.8,86.6,47,17,36.0,0,69.8,32.7,0,1,0,1,0,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
160.2,63.6,40,15,25.5,2,65.0,36.1,0,1,1,0,0,0,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
177.5,101.2,26,5,50.5,4,83.3,72.2,1,0,0,1,1,0,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
181.1,78.5,47,24,21.9,0,83.2,49.1,0,1,0,0,0,0,0,1,0,0,"Operative Hero (Rebel, Protector)"
201.9,80.3,40,23,51.1,2,55.8,86.5,1,1,0,0,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
150.0,90.6,21,13,30.3,2,67.3,69.5,1,1,0,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
210.6,83.5,61,26,16.2,0,74.2,77.1,0,0,0,1,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
176.8,94.3,54,23,43.7,0,65.9,93.2,0,0,1,0,0,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
171.5,84.3,40,7,31.3,8,78.8,58.8,0,0,1,0,1,0,1,0,1,2,"Operative Hero (Disciplined, Ruthless)"
159.8,70.8,49,28,38.5,1,74.2,53.5,0,1,1,0,0,1,0,1,1,0,"Operative Hero (Rebel, Protector)"
150.0,85.4,48,6,42.2,1,97.5,82.4,0,0,0,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
196.5,62.8,43,7,33.4,0,47.0,75.2,0,0,0,0,1,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
181.5,81.6,52,12,24.1,2,68.2,61.3,0,0,0,0,0,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
154.2,79.5,35,5,39.8,2,56.4,92.8,0,1,0,0,1,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
154.1,76.9,55,17,30.0,2,79.1,60.8,1,1,0,0,0,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
173.3,78.1,40,1,36.9,0,45.7,65.7,0,1,0,0,0,1,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
213.4,51.8,40,7,8.5,4,75.2,65.4,1,0,0,0,1,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
174.8,71.8,23,10,34.5,1,60.5,46.3,1,0,0,1,1,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
150.0,81.4,39,0,23.6,1,59.0,66.6,1,0,0,1,0,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
175.1,82.4,37,21,46.5,1,48.3,92.9,1,0,0,0,0,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
174.5,64.6,45,28,36.2,1,63.0,73.9,0,1,0,0,1,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
150.0,99.0,27,5,32.4,4,86.3,65.6,0,0,1,1,0,0,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
178.9,67.0,25,15,34.9,5,69.6,61.8,0,0,0,1,0,0,1,0,1,2,"Operative Hero (Disciplined, Ruthless)"
175.4,94.5,70,26,20.0,1,79.4,71.6,0,0,0,0,1,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
193.9,86.4,58,19,46.2,4,95.0,80.0,1,0,0,0,0,1,0,1,0,2,"Operative Hero (Disciplined, Ruthless)"
217.0,70.3,56,11,49.9,3,74.0,77.2,1,1,0,0,1,0,0,1,1,2,"Operative Hero (Disciplined, Ruthless)"
202.5,106.6,26,10,33.9,5,61.6,58.4,0,0,1,0,1,0,0,1,1,2,"Operative Hero (Disciplined, Ruthless)"
174.6,62.1,55,28,45.9,1,77.0,71.5,0,1,1,0,0,0,1,1,1,0,"Operative Hero (Rebel, Protector)"
157.9,93.8,34,26,24.3,2,61.8,74.6,0,0,0,1,1,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
231.5,95.0,44,28,22.0,1,62.4,44.9,0,0,0,0,0,0,1,1,1,0,"Operative Hero (Rebel, Protector)"
181.2,69.9,29,9,30.4,3,47.2,68.4,0,0,1,0,0,0,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
180.3,100.9,44,2,34.3,0,83.9,21.8,0,0,0,1,0,1,1,1,1,1,"Powerhouse Hero (Rebel, Protector)"
179.5,76.2,37,12,26.1,2,64.2,74.7,1,1,1,1,1,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
184.0,84.3,58,26,35.4,1,72.7,78.2,0,0,0,1,1,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
177.1,83.9,41,2,33.1,1,54.5,80.0,1,0,0,1,0,1,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
168.5,78.0,65,14,20.0,2,76.5,57.1,0,0,1,0,0,1,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
169.1,92.2,28,15,35.2,4,58.6,71.2,1,0,0,1,1,1,0,1,1,2,"Operative Hero (Disciplined, Ruthless)"
179.3,91.9,61,28,38.6,2,67.9,93.5,0,1,0,1,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
169.1,53.8,50,12,31.7,4,83.2,93.3,1,0,0,0,0,1,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
165.7,99.6,34,16,41.5,1,81.9,64.4,0,0,0,0,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
182.1,55.1,42,2,17.8,1,69.7,67.8,0,1,1,0,1,1,1,1,1,1,"Powerhouse Hero (Rebel, Protector)"
174.9,95.5,44,19,34.7,1,43.5,87.2,0,0,0,1,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
210.1,96.9,39,10,18.3,0,100.0,35.0,1,0,0,0,1,0,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
150.0,63.6,41,26,18.9,2,96.2,58.5,0,0,1,0,0,0,0,1,0,0,"Operative Hero (Rebel, Protector)"
201.8,73.8,38,20,23.7,2,80.8,91.7,0,0,0,0,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
204.9,63.4,62,18,20.6,2,58.7,84.5,0,1,0,0,0,1,1,0,1,0,"Operative Hero (Rebel, Protector)"
150.0,76.8,44,21,24.5,3,68.3,72.4,0,0,1,0,1,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
173.1,75.4,47,10,27.9,2,61.8,34.9,1,1,1,0,0,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
172.6,91.7,38,29,38.4,0,89.0,64.0,0,0,0,1,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
151.8,99.7,39,27,26.8,0,73.9,53.2,0,1,0,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
164.4,100.9,55,15,14.1,2,58.2,71.6,1,0,1,0,0,1,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
157.8,71.6,34,20,41.4,1,62.9,48.8,1,0,1,0,1,1,0,1,1,0,"Operative Hero (Rebel, Protector)"
215.0,76.9,31,2,21.6,0,86.8,44.5,1,0,1,0,1,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
198.7,54.7,47,21,29.4,1,94.0,23.7,0,0,0,0,0,0,1,0,0,0,"Operative Hero (Rebel, Protector)"
205.4,67.9,35,5,34.5,2,92.9,89.4,0,1,0,0,1,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
194.4,94.5,41,13,32.0,1,81.4,57.0,0,1,0,0,0,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
157.4,104.2,49,23,40.9,3,66.2,68.1,1,0,1,0,1,0,0,1,0,0,"Operative Hero (Rebel, Protector)"
169.5,61.5,51,17,34.8,2,21.4,65.0,0,0,1,0,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
189.8,71.1,50,16,21.4,1,74.5,43.7,0,0,0,0,1,1,0,1,0,0,"Operative Hero (Rebel, Protector)"
155.6,79.6,29,3,51.8,3,70.0,39.8,0,1,0,0,0,0,1,1,0,1,"Powerhouse Hero (Rebel, Protector)"
194.3,84.2,41,22,31.9,2,72.1,44.9,0,1,0,0,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
175.2,67.9,55,14,28.5,2,70.8,50.5,1,0,1,0,1,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
172.5,86.4,48,10,39.6,2,50.1,72.3,0,1,0,1,0,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
194.2,72.9,33,25,32.5,0,78.4,49.1,0,1,0,1,1,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
188.9,79.8,39,2,34.0,2,79.5,99.9,1,0,0,0,1,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
172.8,88.2,18,2,54.9,1,80.2,85.5,0,1,0,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
203.2,80.1,43,15,27.2,6,84.2,81.2,0,0,0,0,1,0,1,0,0,2,"Operative Hero (Disciplined, Ruthless)"
158.4,73.5,56,4,26.8,3,79.1,62.6,1,0,1,0,1,1,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
192.3,78.4,36,20,31.2,2,63.8,95.3,1,0,1,1,0,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
191.9,78.7,41,28,40.7,1,68.9,60.6,0,0,0,1,0,0,0,1,0,0,"Operative Hero (Rebel, Protector)"
173.8,74.4,49,9,14.9,0,71.4,64.4,0,0,0,1,1,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
186.5,76.1,30,18,10.3,1,71.6,68.4,0,0,1,1,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
155.0,104.0,39,24,24.1,1,85.0,79.0,1,1,0,1,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
198.5,88.4,44,3,13.7,1,79.7,77.7,1,0,0,0,1,1,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
176.3,75.6,40,28,25.8,1,100.0,55.5,0,0,1,0,0,1,0,1,0,0,"Operative Hero (Rebel, Protector)"
169.5,90.5,48,28,35.0,0,100.0,54.3,0,1,1,1,1,1,0,1,0,0,"Operative Hero (Rebel, Protector)"
201.0,75.0,53,18,21.1,8,71.2,77.8,0,0,1,0,0,0,0,0,0,2,"Operative Hero (Disciplined, Ruthless)"
165.9,97.6,40,10,15.7,0,12.5,79.3,0,0,0,0,0,1,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
151.8,85.5,38,1,30.7,5,88.6,57.1,0,1,0,0,1,0,1,1,1,2,"Operative Hero (Disciplined, Ruthless)"
150.0,78.4,35,9,38.6,5,61.9,33.3,1,1,0,1,0,1,1,0,0,2,"Operative Hero (Disciplined, Ruthless)"
192.1,86.7,51,28,13.1,1,58.0,60.9,0,0,0,0,1,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
154.4,56.4,41,10,38.2,3,64.0,77.5,0,0,1,0,1,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
215.1,63.1,50,24,38.2,1,63.3,100.0,0,1,0,1,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
150.0,62.1,38,19,39.5,2,79.2,41.0,0,0,1,1,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
213.9,82.1,41,15,42.2,1,46.6,56.5,0,0,0,1,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
184.2,106.0,35,18,52.0,1,53.8,57.2,0,0,0,0,1,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
178.1,113.5,45,22,26.4,2,75.1,92.1,0,0,1,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
169.1,89.6,41,23,31.1,1,79.3,64.3,0,1,0,1,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
188.0,87.5,30,10,25.8,2,79.6,46.9,0,1,0,0,0,0,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
179.2,53.0,40,13,30.0,1,58.2,76.2,1,1,0,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
202.1,71.9,37,1,45.3,1,55.3,56.9,0,1,0,0,1,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
182.3,68.2,53,22,16.5,0,62.4,40.5,0,0,0,0,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
183.0,70.7,45,27,21.4,0,73.6,47.1,1,0,0,0,1,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
172.7,77.5,36,4,43.8,1,92.3,99.7,0,1,0,0,0,1,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
178.9,72.9,59,26,40.2,0,39.3,72.7,1,0,1,0,1,1,0,1,1,0,"Operative Hero (Rebel, Protector)"
186.2,50.3,43,4,26.4,0,66.7,67.2,0,0,0,1,0,0,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
150.0,91.2,36,18,38.5,3,50.0,60.0,1,1,0,0,0,1,1,0,1,0,"Operative Hero (Rebel, Protector)"
153.0,63.9,49,20,33.4,0,45.2,70.8,1,0,0,0,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
194.9,83.6,49,11,45.0,2,84.5,70.6,1,0,0,0,1,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
183.4,111.1,45,17,30.7,1,78.2,70.8,0,1,0,0,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
176.3,66.2,18,3,40.3,4,76.7,67.3,0,1,0,1,1,1,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
180.4,45.0,47,21,56.4,1,83.8,82.4,0,0,0,0,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
187.0,75.7,65,16,36.0,1,62.8,65.5,0,1,1,1,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
169.2,96.5,35,9,30.5,1,63.5,45.4,1,0,1,0,0,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
164.4,109.4,36,19,37.2,1,100.0,52.8,0,0,1,0,1,0,1,1,0,0,"Operative Hero (Rebel, Protector)"
183.9,61.6,40,5,26.3,2,66.3,25.4,0,1,0,0,0,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
160.4,87.5,47,24,53.9,0,81.0,100.0,0,1,0,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
188.2,73.0,53,13,31.8,12,70.1,82.3,0,0,1,0,0,0,0,1,0,2,"Operative Hero (Disciplined, Ruthless)"
150.0,78.4,24,10,27.3,1,42.3,48.4,1,0,0,0,0,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
200.6,119.7,48,10,21.6,1,39.3,59.4,1,0,1,0,0,0,1,1,0,1,"Powerhouse Hero (Rebel, Protector)"
189.5,57.5,55,28,41.0,2,61.3,52.3,0,0,0,1,0,1,0,1,1,0,"Operative Hero (Rebel, Protector)"
185.1,83.8,42,17,38.7,1,85.8,95.9,0,0,0,1,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
199.7,87.0,50,26,25.0,4,81.8,36.6,0,0,1,0,1,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
213.3,96.3,62,22,35.8,1,83.7,67.3,0,0,1,0,1,1,1,0,0,0,"Operative Hero (Rebel, Protector)"
200.3,81.5,57,21,14.9,3,55.2,62.8,1,0,1,0,0,1,0,0,0,0,"Operative Hero (Rebel, Protector)"
150.0,84.6,30,17,31.8,0,94.2,81.5,1,0,1,1,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
154.4,74.1,55,23,34.5,4,55.5,62.9,0,1,0,0,0,0,1,1,1,2,"Operative Hero (Disciplined, Ruthless)"
167.5,84.0,44,22,47.1,3,73.2,29.8,0,0,0,0,0,1,1,0,0,0,"Operative Hero (Rebel, Protector)"
180.5,74.9,39,10,22.3,0,69.8,60.0,0,0,1,0,0,1,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
190.4,89.3,43,20,17.2,0,67.4,45.6,0,1,0,0,1,1,1,1,0,0,"Operative Hero (Rebel, Protector)"
165.5,74.5,40,11,21.0,1,90.1,66.6,0,1,0,0,0,1,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
183.7,85.7,48,4,16.6,7,59.4,93.7,0,0,0,0,0,1,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
164.9,79.6,47,22,43.4,1,49.8,30.2,0,0,0,1,0,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
167.8,96.9,30,8,45.5,1,70.3,49.0,0,1,0,1,0,1,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
151.9,79.2,47,26,33.2,0,64.0,53.9,0,0,0,0,0,0,1,1,1,0,"Operative Hero (Rebel, Protector)"
161.5,53.4,47,24,42.2,1,100.0,57.4,1,1,1,0,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
153.0,98.9,52,8,31.3,2,80.1,79.8,1,0,1,0,1,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
160.5,66.4,53,21,29.0,6,63.9,61.5,0,0,0,1,0,0,0,0,0,2,"Operative Hero (Disciplined, Ruthless)"
201.1,70.2,30,9,26.7,1,54.2,73.3,0,0,0,1,0,1,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
161.0,71.1,69,21,26.9,3,41.8,52.5,0,1,0,0,0,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
232.6,100.6,50,18,14.5,2,54.6,69.6,0,1,0,0,0,1,0,1,0,0,"Operative Hero (Rebel, Protector)"
189.9,48.0,48,0,32.6,0,71.7,80.6,0,0,0,0,0,1,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
183.7,127.1,38,6,29.6,1,91.4,50.4,1,0,0,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
162.8,95.8,40,3,37.5,2,86.8,80.6,0,0,0,0,0,1,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
194.0,83.3,41,0,30.9,6,73.4,66.0,0,0,0,1,0,0,1,1,1,2,"Operative Hero (Disciplined, Ruthless)"
168.5,79.2,53,14,28.4,4,65.2,85.9,0,1,0,0,0,0,0,1,1,2,"Operative Hero (Disciplined, Ruthless)"
182.4,84.3,49,7,21.3,1,74.0,61.0,1,0,0,0,0,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
231.2,87.8,47,11,30.7,0,62.2,72.6,1,1,0,1,0,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
178.1,89.7,42,21,37.4,0,95.8,64.2,0,0,0,0,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
203.0,88.3,36,21,18.6,5,67.2,63.1,0,1,0,1,0,1,0,1,1,2,"Operative Hero (Disciplined, Ruthless)"
165.9,81.3,45,17,30.9,4,68.7,70.2,0,1,1,0,0,0,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
179.3,77.0,53,14,32.3,3,36.8,75.7,0,0,0,1,0,0,1,1,1,1,"Powerhouse Hero (Rebel, Protector)"
215.4,77.7,42,16,22.8,1,67.1,40.0,0,0,1,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
167.5,77.1,59,28,24.1,1,82.5,93.7,0,0,0,0,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
216.2,97.0,54,13,32.3,1,54.0,27.8,0,0,1,0,0,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
194.2,88.9,30,13,18.7,1,58.7,51.3,0,0,0,0,0,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
168.8,45.0,34,17,33.5,1,81.9,63.1,0,0,1,0,1,1,1,0,0,0,"Operative Hero (Rebel, Protector)"
192.6,89.8,44,19,21.0,0,47.9,73.2,1,1,0,1,1,1,1,0,1,0,"Operative Hero (Rebel, Protector)"
199.5,82.9,48,17,40.6,0,85.9,96.5,0,0,1,1,1,1,0,0,0,0,"Operative Hero (Rebel, Protector)"
192.4,79.7,36,15,53.4,4,62.0,27.8,0,1,0,0,1,0,0,0,0,2,"Operative Hero (Disciplined, Ruthless)"
150.0,74.2,46,0,21.4,3,64.2,54.8,0,1,0,0,1,1,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
165.5,96.9,51,22,35.3,1,53.1,22.5,0,1,1,1,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
175.0,94.2,47,26,22.7,1,75.7,65.6,0,0,0,1,0,0,1,1,1,0,"Operative Hero (Rebel, Protector)"
178.5,68.4,25,10,40.4,1,100.0,70.4,0,0,1,0,0,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
192.4,86.1,31,14,17.3,3,81.7,96.8,0,0,0,1,0,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
183.6,65.4,45,11,34.8,3,57.0,67.4,0,0,0,0,0,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
153.3,59.3,18,7,21.3,3,87.0,85.9,0,0,1,0,1,0,1,1,1,1,"Powerhouse Hero (Rebel, Protector)"
187.6,70.6,53,21,27.9,3,65.2,76.7,0,1,0,0,0,0,1,1,1,0,"Operative Hero (Rebel, Protector)"
192.2,92.9,43,19,19.7,0,90.6,56.3,1,0,0,1,1,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
191.2,94.3,84,29,38.2,1,82.1,36.8,0,0,1,0,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
201.6,87.7,60,5,21.6,1,25.9,70.5,0,1,1,0,0,1,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
196.7,90.9,37,2,35.5,1,54.9,35.2,0,0,1,0,0,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
189.2,87.7,50,27,26.6,3,84.2,90.9,1,0,0,0,0,1,0,1,0,0,"Operative Hero (Rebel, Protector)"
178.6,70.4,60,23,28.9,1,72.3,61.8,0,1,0,0,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
150.0,86.5,65,25,31.5,0,54.6,88.9,1,0,0,0,1,1,0,0,0,0,"Operative Hero (Rebel, Protector)"
188.6,92.0,34,29,22.4,1,60.5,55.4,1,0,0,0,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
184.2,91.3,26,12,32.1,8,41.4,70.4,0,0,1,0,1,0,0,0,0,2,"Operative Hero (Disciplined, Ruthless)"
185.4,97.8,36,12,45.3,1,68.7,69.2,0,1,0,1,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
154.5,90.6,40,1,22.2,2,100.0,64.1,0,0,0,0,1,0,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
158.4,85.3,41,4,41.7,1,82.1,56.3,1,0,0,1,0,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
201.1,96.1,54,16,45.0,0,100.0,72.8,0,0,1,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
179.2,79.6,23,5,21.8,1,83.2,46.5,0,0,1,0,1,1,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
193.6,66.8,18,1,15.4,2,85.4,40.8,0,0,0,0,0,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
180.6,77.6,47,3,33.0,1,99.6,89.9,0,0,0,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
180.6,68.8,33,21,24.5,4,75.7,79.5,0,0,1,0,0,0,1,1,0,2,"Operative Hero (Disciplined, Ruthless)"
198.8,69.9,30,25,48.7,1,67.2,66.3,0,0,0,1,1,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
169.7,77.8,44,10,30.3,0,85.5,98.3,0,0,0,1,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
181.9,68.1,46,7,22.0,6,91.8,59.6,0,0,0,0,0,0,1,0,0,2,"Operative Hero (Disciplined, Ruthless)"
170.8,75.4,40,11,18.5,1,62.8,91.5,0,0,0,0,0,1,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
171.3,51.6,34,7,40.9,2,59.2,68.5,1,0,0,1,1,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
173.8,83.2,41,10,24.3,3,72.1,44.5,0,0,1,0,1,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
184.4,80.0,44,21,30.4,1,82.5,100.0,1,1,0,0,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
170.4,67.7,28,19,39.6,3,82.0,84.8,0,1,0,1,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
205.1,89.9,33,7,25.2,0,48.6,62.6,0,0,1,1,0,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
162.1,94.1,54,28,29.5,1,98.7,79.5,1,0,1,0,0,1,1,0,1,0,"Operative Hero (Rebel, Protector)"
176.3,55.9,42,7,29.8,0,60.4,56.9,0,0,0,0,1,1,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
171.2,68.6,48,25,36.8,3,66.0,81.6,1,0,0,0,0,1,0,1,1,0,"Operative Hero (Rebel, Protector)"
208.9,68.5,43,29,35.9,1,56.5,17.2,1,0,0,1,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
183.9,65.9,43,16,27.8,3,100.0,44.6,0,0,0,1,1,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
200.6,92.4,21,19,30.6,6,73.6,84.6,0,1,0,0,0,0,0,1,1,2,"Operative Hero (Disciplined, Ruthless)"
150.3,77.1,44,19,26.3,2,57.2,60.0,0,0,0,1,1,1,0,0,0,0,"Operative Hero (Rebel, Protector)"
185.3,76.0,60,22,15.2,2,83.0,69.2,0,0,0,1,1,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
197.8,49.9,29,15,32.6,1,81.5,38.1,0,1,0,0,1,0,1,0,0,0,"Operative Hero (Rebel, Protector)"
181.6,89.5,36,13,48.9,1,67.2,100.0,0,0,0,1,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
201.3,61.4,55,29,21.2,1,82.6,88.8,0,0,0,0,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
169.7,80.9,54,10,22.3,2,57.6,61.0,0,1,0,0,1,1,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
208.2,84.2,35,6,21.3,9,62.6,56.9,1,1,0,0,0,0,0,1,1,2,"Operative Hero (Disciplined, Ruthless)"
226.0,100.4,36,15,37.2,6,39.8,85.6,1,1,0,1,0,1,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
172.7,60.4,19,12,34.5,4,50.1,100.0,0,0,0,0,0,0,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
171.1,45.0,49,26,28.4,4,97.1,84.1,1,0,0,0,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
209.1,82.8,65,14,20.8,1,94.6,100.0,0,1,0,1,1,1,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
211.6,107.0,49,23,30.9,2,71.0,46.6,0,0,0,0,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
169.5,98.6,43,15,14.4,5,94.9,48.6,0,1,1,1,0,1,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
171.6,83.1,51,26,31.4,1,67.6,41.2,0,0,1,0,1,1,1,0,0,0,"Operative Hero (Rebel, Protector)"
174.4,72.6,43,20,38.7,7,66.3,73.8,0,0,0,0,1,0,0,0,0,2,"Operative Hero (Disciplined, Ruthless)"
